5/23/14,16513.72
5/30/14,16681.15
6/6/14,16792.78
6/13/14,16848.57
6/20/14,16872.93
6/27/14,16864.17
7/4/14,16956.79
7/11/14,16955.06
7/18/14,17066.26
7/25/14,17059.25
8/1/14,16766.35
8/8/14,16472.86
8/15/14,16631.76
8/22/14,16955.63
8/29/14,17096.72
9/5/14,17088.2
9/12/14,17046.1
9/19/14,17173.14
9/26/14,17099.51
10/3/14,16945.91
10/10/14,16781.77
10/17/14,16255.13
10/24/14,16591.82
10/31/14,17076.79
11/7/14,17472.6
11/14/14,17625.67
11/21/14,17710.07
11/28/14,17822.21
12/5/14,17885.57
12/12/14,17612.8
12/19/14,17437.91
12/26/14,18016.88
1/2/15,17919.34
1/9/15,17620.61
1/16/15,17502.78
1/23/15,17639.02
1/30/15,17367.82
2/6/15,17681.93
2/13/15,17890.37
2/20/15,18050.91
2/27/15,18179.54
3/6/15,18116.28
3/13/15,17787.72
3/20/15,17997.87
3/27/15,17847.32
4/3/15,17803.46
4/10/15,17935.03
4/17/15,18011.68
4/24/15,18032.32
5/1/15,18009.64
5/8/15,17991.15
5/15/15,18151.74
5/22/15,18282.89
5/29/15,18085.33
6/5/15,17976.72
6/12/15,17893.84
6/19/15,17952.64
6/26/15,18013.39
7/3/15,17675.97
7/10/15,17656.99
7/17/15,18057.63
7/24/15,17834.24
7/31/15,17651.62
8/7/15,17496.5
8/14/15,17461.23
8/21/15,17171.14
8/28/15,16224.22
9/4/15,16282.98
9/11/15,16377.44
9/18/15,16554.02
9/25/15,16327.31
10/2/15,16216.02
10/9/15,16922.83
10/16/15,17099.24
10/23/15,17350.42
10/30/15,17680.67
11/6/15,17877.65
11/13/15,17576.84
11/20/15,17653.25
11/27/15,17804.19
12/4/15,17732.65
12/11/15,17526.15
12/18/15,17453.38
12/25/15,17455.92
1/1/16,17569.54
1/8/16,16814.93
1/15/16,16286.67
1/22/16,15939.74
1/29/16,16106.57
2/5/16,16312.19
2/12/16,15918.04
2/19/16,16363.92
2/26/16,16574.94
3/4/16,16846.31
3/11/16,17049.37
3/18/16,17378.04
3/25/16,17556.19
4/1/16,17672.6
4/8/16,17635.06
4/15/16,17801.97
4/22/16,18028.06
4/29/16,17922.7
5/6/16,17738.93
